stemming,label_number,pseudo_label
aplikasi sampah login,2,negative
daftar ajg situs aplikasi,1,neutral
bantu ribet bikin jengkel login susah ampun,2,negative
thx apps ya dengar jamet pengin main gem pc salah nih apps,1,neutral
kutuk steamguardnya kgk login,2,negative
login login langsung kasih bintang,1,neutral
login salah pasword mulu,1,neutral
aplikasi chatting pisah ngeribetin jelek nih steam,2,negative
buka buka bikin nih aplikasi,1,neutral
hello steam indonesia help pas login akun sandi aku pls baik,1,neutral
jelek banget iya login ya susah pakai komputer jelek wajib donlot,2,negative
suka buka katalog beda steam pc,0,positive
bahasa aplikasi ganti,1,neutral
berat pakai webview,2,negative
tolong baik login,1,neutral
terima trade tulis error trade holdnya selesai,1,neutral
gue dukacita blokir steam terima kasih nemenin gue tinggal kenang ya terima kasih sok good bye,1,neutral
bikin akun stuck diim not a robot pas pencet,1,neutral
gamenya main hp aplikasi tolol mutu cuman lihat gambar ya doang tolol game ya main tolol,2,negative
sih akun steam ya pas not robot salah apk,2,negative
suka beli game steam steam id addheytayo,0,positive
steam tolol login susah pemainlu kayak gitumengkonfirmasi email,2,negative
bagus deh aplikasi steam berkat apk iniaku pasang game csgo mobile steam only,0,positive
komentar anak donglot staem susah emil emil tinggal cuman orang tua,2,negative
pakai apk akun steam ya ya goblok tolol indog bikin ya web goblok pakai bahasa indonesia tolol dongo manusia kontol main kasih bintang goblok goblok,2,negative
tolong baik loginnya,1,neutral
nice apps tunggu promo beli game,1,neutral
login steam app kode steam app kayak ajg,1,neutral
game ya bagus dowload ya mes segitu persaen,0,positive
error akun ya web ya apk steam hp taut steam guard,2,negative
nge bugga beli game,1,neutral
baik susah log,2,negative
registrasi gagal mulu kemarin,2,negative
saldo rp hilang pubg play mohon solusi ya,1,neutral
susah login lagismpe hilang akun tahun top main,2,negative
aplikasi steam androi ecek game game steam nyala pc,1,neutral
steam jelek main gamecontrol jelek main bagus,2,negative
loading ya lamapadahal download ulang,1,neutral
login aplikasi sampah hapus aplikasi steam guard code kepala kau anjeng login steam mobile code steam mobilenya tolol aplikasi tolol babi anjeng,2,negative
bagus versi android nyajdi lihat game diskon,1,neutral
ribet banget bikin akun send code mulu verifikasi gagal mulu,2,negative
aplikasi kelas daftar susah ya ampun,2,negative
sih malas banget orang main game poppy playtime chapter,2,negative
beli steam wallet ribu kali isi bukti bayar ya,1,neutral
guna akses steam handphone,1,neutral
pakai aplikasi steam sata download aplikasi suruh password bingung tau masuk steam kasih solusi ya ya,1,neutral
why gue login sandi suruh kirim keluarga maksud bgsd,1,neutral
reset paswod susah ya ampun,2,negative
aplikasi banget login,1,neutral
masuk nama paswod sesuai masuk kasih,1,neutral
tau pas login loh,0,positive
login masuk kode apk ya maaf kasar,2,negative
tambah bahasa indonesia ya,1,neutral
klik tombol cart beli game,1,neutral
lengkap gamenya gua cari bioshock collection game kayak diupdate dalam nih,1,neutral
fix catcha valid woii steam,1,neutral
login passwordnya salah,2,negative
login ribet mantap main game,2,negative
bagus main gta v hp bintang,0,positive
ya promo diskon kayak biar murah,2,negative
app guna check game steam buka browser pc,1,neutral
aneh akun login,2,negative
kadang error suruh login,2,negative
buka stuck layar kosong woi,2,negative
sih akun steam kali kali,2,negative
layan langgan buruk customer servis lambat bantu tingkat,2,negative
nih dowload steam log tolong baik,1,neutral
wish list langsung bayar kerja,1,neutral
masuk versikadi robot puluh kali batre habis kecewa berat sih,2,negative
steam payah sulit,2,negative
otp sms masuk masuk kasih pilih,1,neutral
login aswga angin hujan tbtb login cok,1,neutral
game nabung hari kumpulin mainin,2,negative
ikut step login,1,neutral
susah login ya steam bayar,2,negative
ukur aplikasi turun fitur perangkat,1,neutral
masuk password salah,2,negative
ya upload foto profil kemarin kemarin lancar,0,positive
banyak erorgift game ribet,2,negative
banget password nama salah,2,negative
log ganggu mulu,2,negative
apk ya ngotak ubah sandi login,1,neutral
tolong masuk akun facebook langsung login biar gampang masuk,1,neutral
maaf kasih bintang masuk kesteam kasih tau developer pakai password facebook ig kesal banget kasih tau delevoper lihat lihat game,2,negative
tolong game train simulator promosi,1,neutral
nice app khusus akun login register,1,neutral
aplikasi guna aman akun steam guard,1,neutral
error login sangka robot,2,negative
akun coba website pc ya tolong benar bikin akun,1,neutral
buka layar kosong,1,neutral
google login pas aplikasi aneh,2,negative
login autentikasi hp mudah kirim langsung email daftar,1,neutral
login email aktiv password,1,neutral
update buruk stpd app,2,negative
aplikasi ngotak captcha ngulang mulu,1,neutral
aplikasi bantu awas kembang akun,1,neutral
login min coba baik cok,1,neutral
steam ya bikin akun suruh logika pas coba gakbisa,1,neutral
goblok login akun servernya mending gue download game pc baja tahi steam,2,negative
moga feature tarik saldo uang hasil jual item cair bentuk tunai,1,neutral
masuk kode steam guard online ubah kendala steam guard,1,neutral
sampah lihat ui ux ya asa,2,negative
steam tolong akun kena hack top up banget,1,neutral
bantu aman akun,1,neutral
sulitmembangkrutkan app ya,2,negative
bagus yamemang main tf teman gua card yaya gua bocah sihtapi gua tau duluan,0,positive
mantab sih cek game steam pakai hp nice,1,neutral
detil steam guard,1,neutral
update biar kirim gambar android,1,neutral
bro force close tolong baik,1,neutral
aplikasi main game beli game pajang doang,1,neutral
logo susah banget email pasword salahh,2,negative
buruk terima emeil pasword,2,negative
steam tolong jelas bayar ya dana biar orang tau,1,neutral
akun daftar login,1,neutral
enak lihat diskon game buka pc,0,positive
bikin akun ribet banget anjing captcha password ya susah banget,2,negative
aplikasi bantu pantau akune steam beli game best,1,neutral
gua habis ganti password login sih pc,1,neutral
aplikasi fai download log laso pepek,1,neutral
main pilih mantaf pokok,0,positive
login susah playstore susah orang buang buang,2,negative
beli saldo google play,1,neutral
lupa password pas sesi captcha tuduh robot captcha ya,1,neutral
aplikasi mainin game steam aplikasi chat beli game trade item,1,neutral
buka layar hitam,1,neutral
ampas banget mobile buka,2,negative
login mending download hp pc,1,neutral
tolong bahasa indonesia,1,neutral
server down ya masuk eror loading,2,negative
aplikasi akun susah ampun pokok,2,negative
masuk sih,2,negative
ting profil call fitur chat noob,1,neutral
sih login bikin akun,1,neutral
maaf verify tolong baik,1,neutral
buka blackscreen doang,1,neutral
aplikasi ya mata matahahaha,1,neutral
confirm trade bisaerror,1,neutral
steam bagus login ya susah,2,negative
daftar mutar situ mulu,1,neutral
mantap loginnya gampang,0,positive
pasuk akun akun mohon baik,1,neutral
bagus sih error mulu,2,negative
login inti ya,1,neutral
app keren player pc lumayan beli game hp,0,positive
login bikin akun incorect aplikasi,1,neutral
password masuk,1,neutral
bagus sayang hp login pc,0,positive
masuk download steam link sandi ya cobaindeh sing up,1,neutral
nya cobaterus password name kesel nya,1,neutral
passwordnya password,1,neutral
gila sih aplikasi bagus mbak,0,positive
chapta ya isi ibu ribu kali,1,neutral
orang tolol masalahin main hp ya game pclaptop bujank hp login beli gamenya,2,negative
dikit dikit error aplikasi bgst sulit login doang,2,negative
bagus kali apl ya main game,0,positive
bantu sast pc,1,neutral
bantu pantau kembang game,1,neutral
steam fungsi men unlock akun steam pc,1,neutral
kali main ya sing ning instal kau tipu,2,negative
login password,1,neutral
bantu jaga aman akun steam terima kasih,0,positive
plis gua salah,2,negative
bikin akun verified ngulang kapai njing,1,neutral
game steam mahal,2,negative
aplikasi bantu bannget gue capek capek warnet event,1,neutral
error sih scrol preview gamenya,2,negative
suka steam pakai metode bayar google play,0,positive
cuman kasih bintang setengahsoalnya takut dimainin dipc,2,negative
blokir perintah menteri komunikasi informatika pse daftar,1,neutral
bodo update ribet lihat steam activity,2,negative
ah sih pas akun banget verify langsung banget tydack ramah bintang,0,positive
login tulis tolong develop urus,1,neutral
urus steam versi mobilenya downloadpaling sering update pc mending pc,1,neutral
gue bikin akun aplikasi sampah sistem,2,negative
on mobile device aplikasi tutup,1,neutral
protes main hp gue cuman pengin bilang pc mainin game nya sekian,2,negative
aplikasi nih hack orang china steam guard ya hack,2,negative
sistem log kocak login pas salah pdahl uh ganti pwnya gue copas login bilang salah kocak gaming sih,2,negative
susah sih pasuk password nyacoba kasih tau,2,negative
aplikasi akun steam pc download aplikasi lihat gamenya mending google,1,neutral
tim pakai game raft gratis bayar,1,neutral
buka buka layar hitam,1,neutral
luka hati steam mu login terima kasih ya,2,negative
game main pc,1,neutral
ya pas sing pengin pakai akun komputer pw ya name ya salah ypadahal pwnya ganti pliss komputer,1,neutral
kontl eror mulu pas login,2,negative
login gagal salah sandi tulis sandi ya banget,2,negative
steam pisah chat ya download steam chat susah download aplikasi,1,neutral
dah urus steam ya coba password ya,1,neutral
login ya akun suruh login akun disteam,1,neutral
bagus sih free games,0,positive
suka download game laptop,0,positive
verifikasi no telp kagak apk rusakq,1,neutral
masuk,0,positive
aplikasi beli game baik pc,1,neutral
kapai sih pakai login orang tau password ya masuk mending kasih fitur start as guest pokok ya valve terima,2,negative
daftarin steam pse indonesia duit gue habis steam,1,neutral
susah login kali reset email ganti pas,2,negative
login,1,neutral
vyutuber loh dusin gyus pasitu tinggal taro nama deh nama asli nama serah,2,negative
woii akun gua hilang garagara loh akun gua hilang goblok anjing baik nih aplikasi gua laporin google play store biar uninstal goblok,2,negative
keren banget nih wajib download game neng,0,positive
tolol bikin sistem ginimau login hp kode authenticator hp email no hp,1,neutral
akun maju captcha hadehh robot robot mata,1,neutral
kasih tau download game steam pc download ya hmm,1,neutral
wahhsaya suka seklai aplikasitapi beli beli pakai pulsa,0,positive
error baik ya rumit susah benci,2,negative
cocok vtuber modal nih maaf salah ya,2,negative
kasih bintang pasword ya buka,1,neutral
download ya ya,1,neutral
maaf ya player mobile tolol game pc hp mainin ya beli pc goblok,2,negative
stuck loading screen pc hp tlol,1,neutral
sih susah banget bikin akun steampdhla dah web gagal,2,negative
bantu pasu kode steam wallet dihp,1,neutral
buka steam hp panas lagging,1,neutral
ya allah moga beli pckomputer gaming ya allah beli main steam ya allah main steam ya allah moga beli ya allah amin ya rabbal alamiin,0,positive
kayak taii aplikasi login pc,2,negative
bikin steam streas anjir login,1,neutral
daftar alamat email sesuai,1,neutral
eh goblok tolol bahasa inggris mundur apps game tolol cuman platform dota hp laptop kadang kuat tuh kentang loh pegang,2,negative
nice app tolol banget pc gue main csgo ya pc tolol bikin akun ya pc android download lihat guna spoopy nut lord,2,negative
mendownload game android pclaptop,1,neutral
sik coba password nama pantas kasih bintang,1,neutral
susah edit profil hp gampang pc,1,neutral
game kayak surup ya pas login masuk,2,negative
verifikasi akun akun mohon cepat,1,neutral
aplikasi buruk password gamenya bayar,2,negative
bagus cek harga game,1,neutral
akun buka aplikasi tolol,1,neutral
ribet stuck loginn,2,negative
login nurul,1,neutral
log notif kode ferivikasi,1,neutral
aplikasi pakai mobile pc,1,neutral
akun steam kendaala terus,1,neutral
apk kayak login ribet suruh password lebar pas taru lupa pokok wok nih apk,2,negative
apk lumayan banding ya tahan,2,negative
kali kali login,1,neutral
login pakai qr code,1,neutral
info baik app ya om,1,neutral
sistem jelek mobile authentication code ya ganggu,2,negative
login woi main,2,negative
susah login sandi login,2,negative
banget steam google gue bikin akun suruh verifikasi robot gue bodoh erorr gue akun,2,negative
apk ya cacat kayak apk developer mula kelas steam kayak optimalisasi bapuk developer ya pecat gajih suruh update platform ribet tolol,2,negative
login error mulu,2,negative
login login ya pakai user name pakai email moga username ya afal,1,neutral
istal mobile app eh kode authentikasi mobile app maksud,1,neutral
